dossier_id,section_id,module,presence,length_status,correctness,error_tags,corrected_from_model
DOS-FA03B0C331,m4_nonclinical_summary,4,present,length_ok,correct,,False
DOS-FA03B0C331,m5_trial_listing,5,present,length_ok,correct,,False
DOS-FA03B0C331,m5_pivotal_trial_reports,5,present,length_ok,correct,,False
DOS-FA03B0C331,m5_bioequivalence,5,present,length_ok,correct,,False
DOS-264337FBF7,m1_application_admin,1,present,length_ok,correct,,False
DOS-264337FBF7,m1_manufacturer_gmp,1,present,length_ok,correct,,False
DOS-264337FBF7,m1_product_information,1,present,length_ok,correct,,False
DOS-264337FBF7,m2_quality_overall_summary,2,present,length_ok,correct,,False
DOS-264337FBF7,m2_clinical_overview,2,present,length_ok,incorrect,clinical_failed,False
DOS-264337FBF7,m3_api_quality,3,present,length_ok,correct,,False
DOS-264337FBF7,m3_fpp_manufacturing,3,present,length_ok,correct,,False
DOS-264337FBF7,m3_stability,3,present,length_ok,correct,,False
DOS-264337FBF7,m4_nonclinical_summary,4,present,length_ok,correct,,False
DOS-264337FBF7,m5_trial_listing,5,present,length_ok,correct,,False
DOS-264337FBF7,m5_pivotal_trial_reports,5,present,length_ok,incorrect,clinical_failed,False
DOS-264337FBF7,m5_bioequivalence,5,present,length_ok,correct,,False
DOS-50734FAC2F,m1_application_admin,1,present,length_ok,correct,,False
DOS-50734FAC2F,m1_manufacturer_gmp,1,present,length_ok,incorrect,gmp_certificate_expired,False
DOS-50734FAC2F,m1_product_information,1,present,length_ok,correct,,False
DOS-50734FAC2F,m2_quality_overall_summary,2,present,length_ok,correct,,False
DOS-50734FAC2F,m2_clinical_overview,2,present,length_ok,correct,,False
DOS-50734FAC2F,m3_api_quality,3,present,length_ok,correct,,False
DOS-50734FAC2F,m3_fpp_manufacturing,3,present,length_ok,correct,,False
DOS-50734FAC2F,m3_stability,3,present,length_ok,correct,,False
DOS-50734FAC2F,m4_nonclinical_summary,4,present,length_ok,correct,,False
DOS-50734FAC2F,m5_trial_listing,5,present,length_ok,correct,,False
DOS-50734FAC2F,m5_pivotal_trial_reports,5,present,length_ok,correct,,False
DOS-50734FAC2F,m5_bioequivalence,5,present,length_ok,correct,,False
DOS-4CB26B92DE,m1_application_admin,1,present,length_ok,correct,,False
DOS-4CB26B92DE,m1_manufacturer_gmp,1,present,length_ok,correct,,False
DOS-4CB26B92DE,m1_product_information,1,present,length_ok,correct,,False
DOS-4CB26B92DE,m2_quality_overall_summary,2,present,length_ok,correct,,False
DOS-4CB26B92DE,m2_clinical_overview,2,present,length_ok,correct,,False
DOS-4CB26B92DE,m3_api_quality,3,present,length_ok,correct,,False
DOS-4CB26B92DE,m3_fpp_manufacturing,3,present,length_ok,correct,,False
DOS-4CB26B92DE,m3_stability,3,present,length_ok,correct,,False
DOS-4CB26B92DE,m4_nonclinical_summary,4,present,length_ok,correct,,False
DOS-4CB26B92DE,m5_trial_listing,5,present,length_ok,correct,,False
DOS-4CB26B92DE,m5_pivotal_trial_reports,5,present,length_ok,correct,,False
DOS-4CB26B92DE,m5_bioequivalence,5,present,length_ok,correct,,False
DOS-628C121A90,m1_application_admin,1,present,length_ok,correct,,False
DOS-628C121A90,m1_manufacturer_gmp,1,present,length_ok,correct,,False
DOS-628C121A90,m1_product_information,1,present,length_ok,correct,,False
DOS-628C121A90,m2_quality_overall_summary,2,present,length_ok,correct,,False
DOS-628C121A90,m2_clinical_overview,2,present,length_ok,correct,,False
DOS-628C121A90,m3_api_quality,3,present,length_ok,correct,,False
DOS-628C121A90,m3_fpp_manufacturing,3,present,length_ok,correct,,False
DOS-628C121A90,m3_stability,3,present,length_ok,correct,,False
DOS-628C121A90,m4_nonclinical_summary,4,present,length_ok,correct,,False
DOS-628C121A90,m5_trial_listing,5,present,length_ok,correct,,False
DOS-628C121A90,m5_pivotal_trial_reports,5,present,length_ok,correct,,False
DOS-628C121A90,m5_bioequivalence,5,present,length_ok,correct,,False
DOS-20B579CAB3,m1_application_admin,1,present,length_ok,correct,,False
DOS-20B579CAB3,m1_manufacturer_gmp,1,present,length_ok,correct,,False
DOS-20B579CAB3,m1_product_information,1,present,length_ok,correct,,False
DOS-20B579CAB3,m2_quality_overall_summary,2,present,length_ok,correct,,False
DOS-20B579CAB3,m2_clinical_overview,2,present,length_ok,incorrect,clinical_missing,False
DOS-20B579CAB3,m3_api_quality,3,present,length_ok,correct,,False
DOS-20B579CAB3,m3_fpp_manufacturing,3,present,length_ok,correct,,False
DOS-20B579CAB3,m3_stability,3,present,length_ok,correct,,False
DOS-20B579CAB3,m4_nonclinical_summary,4,present,length_ok,correct,,False
DOS-20B579CAB3,m5_trial_listing,5,present,length_ok,correct,,False
DOS-20B579CAB3,m5_pivotal_trial_reports,5,missing,missing,incorrect,clinical_missing,False
DOS-20B579CAB3,m5_bioequivalence,5,present,length_ok,correct,,False
DOS-CF3640B8B0,m1_application_admin,1,present,length_ok,correct,,False
DOS-CF3640B8B0,m1_manufacturer_gmp,1,present,length_ok,correct,,False
DOS-CF3640B8B0,m1_product_information,1,present,length_ok,correct,,False
DOS-CF3640B8B0,m2_quality_overall_summary,2,present,length_ok,correct,,False
DOS-CF3640B8B0,m2_clinical_overview,2,present,length_ok,correct,,False
DOS-CF3640B8B0,m3_api_quality,3,present,length_ok,correct,,False
DOS-CF3640B8B0,m3_fpp_manufacturing,3,present,length_ok,correct,,False
DOS-CF3640B8B0,m3_stability,3,present,length_ok,correct,,False
DOS-CF3640B8B0,m4_nonclinical_summary,4,present,length_ok,correct,,False
DOS-CF3640B8B0,m5_trial_listing,5,present,length_ok,correct,,False
DOS-CF3640B8B0,m5_pivotal_trial_reports,5,present,length_ok,correct,,False
DOS-CF3640B8B0,m5_bioequivalence,5,present,length_ok,correct,,False
DOS-99E962A265,m1_application_admin,1,present,length_ok,correct,,False
DOS-99E962A265,m1_manufacturer_gmp,1,present,length_ok,incorrect,gmp_certificate_expired|gmp_non_compliant,False
DOS-99E962A265,m1_product_information,1,present,length_ok,correct,,False
DOS-99E962A265,m2_quality_overall_summary,2,present,length_ok,correct,,False
DOS-99E962A265,m2_clinical_overview,2,present,length_ok,incorrect,clinical_missing,False
DOS-99E962A265,m3_api_quality,3,present,length_ok,correct,,False
DOS-99E962A265,m3_fpp_manufacturing,3,present,length_ok,correct,,False
DOS-99E962A265,m3_stability,3,present,length_ok,correct,,False
DOS-99E962A265,m4_nonclinical_summary,4,present,length_ok,correct,,False
DOS-99E962A265,m5_trial_listing,5,present,length_ok,correct,,False
DOS-99E962A265,m5_pivotal_trial_reports,5,missing,missing,incorrect,clinical_missing,False
DOS-99E962A265,m5_bioequivalence,5,present,length_ok,correct,,False
DOS-58523C7371,m1_application_admin,1,present,length_ok,correct,,False
DOS-58523C7371,m1_manufacturer_gmp,1,present,length_ok,correct,,False
DOS-58523C7371,m1_product_information,1,present,length_ok,correct,,False
DOS-58523C7371,m2_quality_overall_summary,2,present,length_ok,correct,,False
DOS-58523C7371,m2_clinical_overview,2,present,length_ok,correct,,False
DOS-58523C7371,m3_api_quality,3,present,length_ok,correct,,False
DOS-58523C7371,m3_fpp_manufacturing,3,present,length_ok,correct,,False
DOS-58523C7371,m3_stability,3,present,length_ok,correct,,False
DOS-58523C7371,m4_nonclinical_summary,4,present,length_ok,correct,,False
DOS-58523C7371,m5_trial_listing,5,present,length_ok,correct,,False
DOS-58523C7371,m5_pivotal_trial_reports,5,present,length_ok,correct,,False
DOS-58523C7371,m5_bioequivalence,5,present,length_ok,correct,,False
DOS-94DB93654C,m1_application_admin,1,present,length_ok,correct,,False
DOS-94DB93654C,m1_manufacturer_gmp,1,present,length_ok,incorrect,gmp_certificate_expired|gmp_non_compliant,False
DOS-94DB93654C,m1_product_information,1,present,length_ok,correct,,False
DOS-94DB93654C,m2_quality_overall_summary,2,present,length_ok,correct,,False
DOS-94DB93654C,m2_clinical_overview,2,present,length_ok,correct,,False
DOS-94DB93654C,m3_api_quality,3,present,length_ok,correct,,False
DOS-94DB93654C,m3_fpp_manufacturing,3,present,length_ok,correct,,False
DOS-94DB93654C,m3_stability,3,present,length_ok,correct,,False
DOS-94DB93654C,m4_nonclinical_summary,4,present,length_ok,correct,,False
DOS-94DB93654C,m5_trial_listing,5,present,length_ok,correct,,False
DOS-94DB93654C,m5_pivotal_trial_reports,5,present,length_ok,correct,,False
DOS-94DB93654C,m5_bioequivalence,5,present,length_ok,correct,,False
DOS-2CC73B8644,m1_application_admin,1,present,length_ok,correct,,False
DOS-2CC73B8644,m1_manufacturer_gmp,1,present,length_ok,partial,gmp_outdated,False
DOS-2CC73B8644,m1_product_information,1,present,length_ok,correct,,False
DOS-2CC73B8644,m2_quality_overall_summary,2,present,length_ok,correct,,False
DOS-2CC73B8644,m2_clinical_overview,2,present,length_ok,correct,,False
DOS-2CC73B8644,m3_api_quality,3,present,length_ok,correct,,False
DOS-2CC73B8644,m3_fpp_manufacturing,3,present,length_ok,correct,,False
DOS-2CC73B8644,m3_stability,3,present,length_ok,correct,,False
DOS-2CC73B8644,m4_nonclinical_summary,4,present,length_ok,correct,,False
DOS-2CC73B8644,m5_trial_listing,5,present,length_ok,correct,,False
DOS-2CC73B8644,m5_pivotal_trial_reports,5,present,length_ok,correct,,False
DOS-2CC73B8644,m5_bioequivalence,5,present,length_ok,correct,,False
DOS-9B59EDC563,m1_application_admin,1,present,length_ok,correct,,False
DOS-9B59EDC563,m1_manufacturer_gmp,1,present,length_ok,correct,,False
DOS-9B59EDC563,m1_product_information,1,present,length_ok,correct,,False
DOS-9B59EDC563,m2_quality_overall_summary,2,present,length_ok,correct,,False
DOS-9B59EDC563,m2_clinical_overview,2,present,length_ok,correct,,False
DOS-9B59EDC563,m3_api_quality,3,present,length_ok,correct,,False
DOS-9B59EDC563,m3_fpp_manufacturing,3,present,length_ok,correct,,False
DOS-9B59EDC563,m3_stability,3,present,length_ok,correct,,False
DOS-9B59EDC563,m4_nonclinical_summary,4,present,length_ok,correct,,False
DOS-9B59EDC563,m5_trial_listing,5,present,length_ok,correct,,False
DOS-9B59EDC563,m5_pivotal_trial_reports,5,present,length_ok,correct,,False
DOS-9B59EDC563,m5_bioequivalence,5,present,length_ok,correct,,False
DOS-74BD1CDD5C,m1_application_admin,1,present,length_ok,correct,,False
DOS-74BD1CDD5C,m1_manufacturer_gmp,1,present,length_ok,correct,,False
DOS-74BD1CDD5C,m1_product_information,1,present,length_ok,correct,,False
DOS-74BD1CDD5C,m2_quality_overall_summary,2,present,length_ok,correct,,False
DOS-74BD1CDD5C,m2_clinical_overview,2,present,length_ok,correct,,False
DOS-74BD1CDD5C,m3_api_quality,3,present,length_ok,correct,,False
DOS-74BD1CDD5C,m3_fpp_manufacturing,3,present,length_ok,correct,,False
DOS-74BD1CDD5C,m3_stability,3,present,length_ok,correct,,False
DOS-74BD1CDD5C,m4_nonclinical_summary,4,present,length_ok,correct,,False
DOS-74BD1CDD5C,m5_trial_listing,5,present,length_ok,correct,,False
DOS-74BD1CDD5C,m5_pivotal_trial_reports,5,present,length_ok,correct,,False
DOS-74BD1CDD5C,m5_bioequivalence,5,present,too_short,partial,insufficient_detail,False
DOS-5206064543,m1_application_admin,1,present,length_ok,correct,,False
DOS-5206064543,m1_manufacturer_gmp,1,present,length_ok,incorrect,gmp_certificate_expired,False
DOS-5206064543,m1_product_information,1,present,length_ok,incorrect,inn_infringement,False
DOS-5206064543,m2_quality_overall_summary,2,present,length_ok,correct,,False
DOS-5206064543,m2_clinical_overview,2,present,length_ok,incorrect,clinical_missing,False
DOS-5206064543,m3_api_quality,3,present,length_ok,correct,,False
DOS-5206064543,m3_fpp_manufacturing,3,present,length_ok,correct,,False
DOS-5206064543,m3_stability,3,present,length_ok,correct,,False
DOS-5206064543,m4_nonclinical_summary,4,present,length_ok,correct,,False
DOS-5206064543,m5_trial_listing,5,present,length_ok,correct,,False
DOS-5206064543,m5_pivotal_trial_reports,5,missing,missing,incorrect,clinical_missing,False
DOS-5206064543,m5_bioequivalence,5,present,length_ok,correct,,False
DOS-A804AE6DCF,m1_application_admin,1,present,length_ok,correct,,False
DOS-A804AE6DCF,m1_manufacturer_gmp,1,present,length_ok,partial,gmp_outdated,False
DOS-A804AE6DCF,m1_product_information,1,present,length_ok,correct,,False
DOS-A804AE6DCF,m2_quality_overall_summary,2,present,length_ok,correct,,False
DOS-A804AE6DCF,m2_clinical_overview,2,present,length_ok,correct,,False
DOS-A804AE6DCF,m3_api_quality,3,present,length_ok,correct,,False
DOS-A804AE6DCF,m3_fpp_manufacturing,3,present,length_ok,correct,,False
DOS-A804AE6DCF,m3_stability,3,present,length_ok,correct,,False
DOS-A804AE6DCF,m4_nonclinical_summary,4,present,length_ok,correct,,False
DOS-A804AE6DCF,m5_trial_listing,5,present,length_ok,correct,,False
DOS-A804AE6DCF,m5_pivotal_trial_reports,5,present,length_ok,correct,,False
DOS-A804AE6DCF,m5_bioequivalence,5,present,length_ok,correct,,False
DOS-FD5408F001,m1_application_admin,1,present,length_ok,correct,,False
DOS-FD5408F001,m1_manufacturer_gmp,1,present,length_ok,correct,,False
DOS-FD5408F001,m1_product_information,1,present,length_ok,correct,,False
DOS-FD5408F001,m2_quality_overall_summary,2,present,length_ok,correct,,False
DOS-FD5408F001,m2_clinical_overview,2,present,length_ok,correct,,False
DOS-FD5408F001,m3_api_quality,3,present,length_ok,correct,,False
DOS-FD5408F001,m3_fpp_manufacturing,3,present,length_ok,correct,,False
DOS-FD5408F001,m3_stability,3,present,length_ok,correct,,False
DOS-FD5408F001,m4_nonclinical_summary,4,present,too_short,partial,insufficient_detail,False
DOS-FD5408F001,m5_trial_listing,5,present,length_ok,correct,,False
DOS-FD5408F001,m5_pivotal_trial_reports,5,present,length_ok,correct,,False
DOS-FD5408F001,m5_bioequivalence,5,present,length_ok,correct,,False
DOS-373D43FB4A,m1_application_admin,1,present,length_ok,correct,,False
DOS-373D43FB4A,m1_manufacturer_gmp,1,present,length_ok,correct,,False
DOS-373D43FB4A,m1_product_information,1,present,length_ok,correct,,False
DOS-373D43FB4A,m2_quality_overall_summary,2,present,length_ok,correct,,False
DOS-373D43FB4A,m2_clinical_overview,2,present,length_ok,correct,,False
DOS-373D43FB4A,m3_api_quality,3,present,length_ok,correct,,False
DOS-373D43FB4A,m3_fpp_manufacturing,3,present,length_ok,correct,,False
DOS-373D43FB4A,m3_stability,3,present,length_ok,correct,,False
DOS-373D43FB4A,m4_nonclinical_summary,4,present,length_ok,correct,,False
DOS-373D43FB4A,m5_trial_listing,5,present,length_ok,correct,,False
DOS-373D43FB4A,m5_pivotal_trial_reports,5,present,length_ok,correct,,False
DOS-373D43FB4A,m5_bioequivalence,5,present,length_ok,correct,,False
DOS-56C873D5CB,m1_application_admin,1,present,length_ok,correct,,False
DOS-56C873D5CB,m1_manufacturer_gmp,1,present,length_ok,correct,,False
DOS-56C873D5CB,m1_product_information,1,present,length_ok,correct,,False
DOS-56C873D5CB,m2_quality_overall_summary,2,present,length_ok,correct,,False
DOS-56C873D5CB,m2_clinical_overview,2,present,length_ok,correct,,False
DOS-56C873D5CB,m3_api_quality,3,present,length_ok,correct,,False
DOS-56C873D5CB,m3_fpp_manufacturing,3,present,length_ok,correct,,False
DOS-56C873D5CB,m3_stability,3,present,length_ok,correct,,False
DOS-56C873D5CB,m4_nonclinical_summary,4,present,length_ok,correct,,False
DOS-56C873D5CB,m5_trial_listing,5,present,length_ok,correct,,False
DOS-56C873D5CB,m5_pivotal_trial_reports,5,present,length_ok,correct,,False
DOS-56C873D5CB,m5_bioequivalence,5,present,length_ok,correct,,False
DOS-2E9C1B5109,m1_application_admin,1,present,length_ok,correct,,False
DOS-2E9C1B5109,m1_manufacturer_gmp,1,present,length_ok,incorrect,gmp_certificate_expired,False
DOS-2E9C1B5109,m1_product_information,1,present,length_ok,incorrect,inn_infringement,False
DOS-2E9C1B5109,m2_quality_overall_summary,2,present,length_ok,correct,,False
DOS-2E9C1B5109,m2_clinical_overview,2,present,length_ok,incorrect,clinical_missing,False
DOS-2E9C1B5109,m3_api_quality,3,present,length_ok,correct,,False
DOS-2E9C1B5109,m3_fpp_manufacturing,3,present,length_ok,correct,,False
DOS-2E9C1B5109,m3_stability,3,present,length_ok,correct,,False
DOS-2E9C1B5109,m4_nonclinical_summary,4,present,length_ok,correct,,False
DOS-2E9C1B5109,m5_trial_listing,5,present,length_ok,correct,,False
DOS-2E9C1B5109,m5_pivotal_trial_reports,5,missing,missing,incorrect,clinical_missing,False
DOS-2E9C1B5109,m5_bioequivalence,5,present,length_ok,correct,,False
DOS-B06C9870A6,m1_application_admin,1,present,length_ok,correct,,False
DOS-B06C9870A6,m1_manufacturer_gmp,1,present,length_ok,partial,gmp_outdated,False
DOS-B06C9870A6,m1_product_information,1,present,length_ok,correct,,False
DOS-B06C9870A6,m2_quality_overall_summary,2,missing,missing,incorrect,missing_critical_section,False
DOS-B06C9870A6,m2_clinical_overview,2,present,length_ok,correct,,False
DOS-B06C9870A6,m3_api_quality,3,present,length_ok,correct,,False
DOS-B06C9870A6,m3_fpp_manufacturing,3,present,length_ok,correct,,False
DOS-B06C9870A6,m3_stability,3,present,length_ok,correct,,False
DOS-B06C9870A6,m4_nonclinical_summary,4,present,length_ok,correct,,False
DOS-B06C9870A6,m5_trial_listing,5,present,length_ok,correct,,False
DOS-B06C9870A6,m5_pivotal_trial_reports,5,present,length_ok,correct,,False
DOS-B06C9870A6,m5_bioequivalence,5,present,length_ok,correct,,False
DOS-2C6A5A5CFC,m1_application_admin,1,present,length_ok,correct,,False
DOS-2C6A5A5CFC,m1_manufacturer_gmp,1,present,length_ok,correct,,False
DOS-2C6A5A5CFC,m1_product_information,1,present,length_ok,correct,,False
DOS-2C6A5A5CFC,m2_quality_overall_summary,2,present,length_ok,correct,,False
DOS-2C6A5A5CFC,m2_clinical_overview,2,present,length_ok,correct,,False
DOS-2C6A5A5CFC,m3_api_quality,3,present,length_ok,correct,,False
DOS-2C6A5A5CFC,m3_fpp_manufacturing,3,present,length_ok,correct,,False
DOS-2C6A5A5CFC,m3_stability,3,present,length_ok,correct,,False
DOS-2C6A5A5CFC,m4_nonclinical_summary,4,present,length_ok,correct,,False
DOS-2C6A5A5CFC,m5_trial_listing,5,present,length_ok,correct,,False
DOS-2C6A5A5CFC,m5_pivotal_trial_reports,5,present,length_ok,correct,,False
DOS-2C6A5A5CFC,m5_bioequivalence,5,present,length_ok,correct,,False
DOS-4369B1822D,m1_application_admin,1,present,length_ok,correct,,False
DOS-4369B1822D,m1_manufacturer_gmp,1,present,length_ok,partial,gmp_outdated,False
DOS-4369B1822D,m1_product_information,1,present,length_ok,correct,,False
DOS-4369B1822D,m2_quality_overall_summary,2,present,length_ok,correct,,False
DOS-4369B1822D,m2_clinical_overview,2,present,length_ok,correct,,False
DOS-4369B1822D,m3_api_quality,3,present,length_ok,correct,,False
DOS-4369B1822D,m3_fpp_manufacturing,3,present,length_ok,correct,,False
DOS-4369B1822D,m3_stability,3,present,length_ok,correct,,False
DOS-4369B1822D,m4_nonclinical_summary,4,present,length_ok,correct,,False
DOS-4369B1822D,m5_trial_listing,5,present,length_ok,correct,,False
DOS-4369B1822D,m5_pivotal_trial_reports,5,present,length_ok,correct,,False
DOS-4369B1822D,m5_bioequivalence,5,present,length_ok,correct,,False
DOS-5E5C31E099,m1_application_admin,1,present,length_ok,correct,,False
DOS-5E5C31E099,m1_manufacturer_gmp,1,present,length_ok,correct,,False
DOS-5E5C31E099,m1_product_information,1,present,length_ok,correct,,False
DOS-5E5C31E099,m2_quality_overall_summary,2,present,length_ok,correct,,False
DOS-5E5C31E099,m2_clinical_overview,2,present,length_ok,correct,,False
DOS-5E5C31E099,m3_api_quality,3,present,length_ok,correct,,False
DOS-5E5C31E099,m3_fpp_manufacturing,3,present,length_ok,correct,,False
DOS-5E5C31E099,m3_stability,3,present,length_ok,correct,,False
DOS-5E5C31E099,m4_nonclinical_summary,4,present,length_ok,correct,,False
DOS-5E5C31E099,m5_trial_listing,5,present,length_ok,correct,,False
DOS-5E5C31E099,m5_pivotal_trial_reports,5,present,length_ok,correct,,False
DOS-5E5C31E099,m5_bioequivalence,5,present,length_ok,correct,,False
DOS-17ED592D47,m1_application_admin,1,present,length_ok,correct,,False
DOS-17ED592D47,m1_manufacturer_gmp,1,present,length_ok,correct,,False
DOS-17ED592D47,m1_product_information,1,present,length_ok,correct,,False
DOS-17ED592D47,m2_quality_overall_summary,2,present,length_ok,correct,,False
DOS-17ED592D47,m2_clinical_overview,2,present,length_ok,correct,,False
DOS-17ED592D47,m3_api_quality,3,present,length_ok,correct,,False
DOS-17ED592D47,m3_fpp_manufacturing,3,present,length_ok,correct,,False
DOS-17ED592D47,m3_stability,3,present,length_ok,correct,,False
DOS-17ED592D47,m4_nonclinical_summary,4,present,length_ok,correct,,False
DOS-17ED592D47,m5_trial_listing,5,present,length_ok,correct,,False
DOS-17ED592D47,m5_pivotal_trial_reports,5,present,length_ok,correct,,False
DOS-17ED592D47,m5_bioequivalence,5,present,length_ok,correct,,False
DOS-7CBFE2230E,m1_application_admin,1,present,length_ok,correct,,False
DOS-7CBFE2230E,m1_manufacturer_gmp,1,present,length_ok,incorrect,gmp_non_compliant,False
DOS-7CBFE2230E,m1_product_information,1,present,length_ok,correct,,False
DOS-7CBFE2230E,m2_quality_overall_summary,2,present,length_ok,correct,,False
DOS-7CBFE2230E,m2_clinical_overview,2,present,length_ok,incorrect,clinical_missing,False
DOS-7CBFE2230E,m3_api_quality,3,present,length_ok,correct,,False
DOS-7CBFE2230E,m3_fpp_manufacturing,3,present,length_ok,correct,,False
DOS-7CBFE2230E,m3_stability,3,present,length_ok,correct,,False
DOS-7CBFE2230E,m4_nonclinical_summary,4,present,length_ok,correct,,False
DOS-7CBFE2230E,m5_trial_listing,5,present,length_ok,correct,,False
DOS-7CBFE2230E,m5_pivotal_trial_reports,5,missing,missing,incorrect,clinical_missing,False
DOS-7CBFE2230E,m5_bioequivalence,5,present,length_ok,correct,,False
DOS-2133337B11,m1_application_admin,1,present,length_ok,correct,,False
DOS-2133337B11,m1_manufacturer_gmp,1,present,length_ok,correct,,False
DOS-2133337B11,m1_product_information,1,present,length_ok,correct,,False
DOS-2133337B11,m2_quality_overall_summary,2,present,length_ok,correct,,False
DOS-2133337B11,m2_clinical_overview,2,present,length_ok,correct,,False
DOS-2133337B11,m3_api_quality,3,present,length_ok,correct,,False
