dossier_id,country,section_id,module,presence,length_status,correctness,error_tags,char_count,min_chars,max_chars,critical
DOS-40311D759E,Uganda,m1_application_admin,1,present,length_ok,correct,,1497,900,2200,True
DOS-40311D759E,Uganda,m1_manufacturer_gmp,1,present,length_ok,correct,,935,700,1800,True
DOS-40311D759E,Uganda,m1_product_information,1,present,length_ok,correct,,1559,600,1600,True
DOS-40311D759E,Uganda,m2_quality_overall_summary,2,present,length_ok,correct,,2484,1200,3000,True
DOS-40311D759E,Uganda,m2_clinical_overview,2,present,length_ok,incorrect,clinical_failed,2332,900,2500,True
DOS-40311D759E,Uganda,m3_api_quality,3,present,length_ok,correct,,3026,1300,3200,True
DOS-40311D759E,Uganda,m3_fpp_manufacturing,3,present,length_ok,correct,,2499,1200,3000,True
DOS-40311D759E,Uganda,m3_stability,3,present,length_ok,correct,,2366,900,2600,True
DOS-40311D759E,Uganda,m4_nonclinical_summary,4,present,length_ok,correct,,1626,700,2000,False
DOS-40311D759E,Uganda,m5_trial_listing,5,present,length_ok,correct,,1117,700,1800,True
DOS-40311D759E,Uganda,m5_pivotal_trial_reports,5,present,length_ok,incorrect,clinical_failed,3711,1500,3800,True
DOS-40311D759E,Uganda,m5_bioequivalence,5,present,length_ok,correct,,1776,600,1800,False
DOS-53603BEA98,Burkina Faso,m1_application_admin,1,present,length_ok,correct,,1890,900,2200,True
DOS-53603BEA98,Burkina Faso,m1_manufacturer_gmp,1,present,length_ok,correct,,976,700,1800,True
DOS-53603BEA98,Burkina Faso,m1_product_information,1,present,length_ok,correct,,819,600,1600,True
DOS-53603BEA98,Burkina Faso,m2_quality_overall_summary,2,present,length_ok,correct,,1877,1200,3000,True
DOS-53603BEA98,Burkina Faso,m2_clinical_overview,2,present,length_ok,incorrect,clinical_failed,2406,900,2500,True
DOS-53603BEA98,Burkina Faso,m3_api_quality,3,present,length_ok,correct,,2171,1300,3200,True
DOS-53603BEA98,Burkina Faso,m3_fpp_manufacturing,3,present,length_ok,correct,,1349,1200,3000,True
DOS-53603BEA98,Burkina Faso,m3_stability,3,present,length_ok,correct,,1301,900,2600,True
DOS-53603BEA98,Burkina Faso,m4_nonclinical_summary,4,present,length_ok,correct,,1215,700,2000,False
DOS-53603BEA98,Burkina Faso,m5_trial_listing,5,present,length_ok,correct,,1771,700,1800,True
DOS-53603BEA98,Burkina Faso,m5_pivotal_trial_reports,5,present,length_ok,incorrect,clinical_failed,2849,1500,3800,True
DOS-53603BEA98,Burkina Faso,m5_bioequivalence,5,present,length_ok,correct,,1751,600,1800,False
DOS-7700E87371,Uganda,m1_application_admin,1,present,length_ok,correct,,1644,900,2200,True
DOS-7700E87371,Uganda,m1_manufacturer_gmp,1,present,length_ok,correct,,1724,700,1800,True
DOS-7700E87371,Uganda,m1_product_information,1,present,length_ok,correct,,1359,600,1600,True
DOS-7700E87371,Uganda,m2_quality_overall_summary,2,present,length_ok,correct,,2561,1200,3000,True
DOS-7700E87371,Uganda,m2_clinical_overview,2,present,length_ok,correct,,1193,900,2500,True
DOS-7700E87371,Uganda,m3_api_quality,3,present,length_ok,correct,,1692,1300,3200,True
DOS-7700E87371,Uganda,m3_fpp_manufacturing,3,present,length_ok,correct,,2860,1200,3000,True
DOS-7700E87371,Uganda,m3_stability,3,present,length_ok,correct,,1166,900,2600,True
DOS-7700E87371,Uganda,m4_nonclinical_summary,4,present,length_ok,correct,,1395,700,2000,False
DOS-7700E87371,Uganda,m5_trial_listing,5,present,length_ok,correct,,819,700,1800,True
DOS-7700E87371,Uganda,m5_pivotal_trial_reports,5,present,length_ok,correct,,2770,1500,3800,True
DOS-7700E87371,Uganda,m5_bioequivalence,5,missing,missing,incorrect,missing_section,0,600,1800,False
DOS-EC81664E9E,Botswana,m1_application_admin,1,present,length_ok,correct,,2107,900,2200,True
DOS-EC81664E9E,Botswana,m1_manufacturer_gmp,1,present,length_ok,correct,,700,700,1800,True
DOS-EC81664E9E,Botswana,m1_product_information,1,present,length_ok,correct,,1596,600,1600,True
DOS-EC81664E9E,Botswana,m2_quality_overall_summary,2,missing,missing,incorrect,missing_critical_section,0,1200,3000,True
DOS-EC81664E9E,Botswana,m2_clinical_overview,2,present,length_ok,incorrect,clinical_failed,2126,900,2500,True
DOS-EC81664E9E,Botswana,m3_api_quality,3,present,length_ok,correct,,1990,1300,3200,True
DOS-EC81664E9E,Botswana,m3_fpp_manufacturing,3,present,length_ok,correct,,2062,1200,3000,True
DOS-EC81664E9E,Botswana,m3_stability,3,present,length_ok,correct,,2377,900,2600,True
DOS-EC81664E9E,Botswana,m4_nonclinical_summary,4,present,length_ok,correct,,837,700,2000,False
DOS-EC81664E9E,Botswana,m5_trial_listing,5,present,length_ok,correct,,893,700,1800,True
DOS-EC81664E9E,Botswana,m5_pivotal_trial_reports,5,present,length_ok,incorrect,clinical_failed,2862,1500,3800,True
DOS-EC81664E9E,Botswana,m5_bioequivalence,5,present,length_ok,correct,,942,600,1800,False
DOS-73455B4BFF,Burkina Faso,m1_application_admin,1,present,length_ok,correct,,2140,900,2200,True
DOS-73455B4BFF,Burkina Faso,m1_manufacturer_gmp,1,present,length_ok,correct,,815,700,1800,True
DOS-73455B4BFF,Burkina Faso,m1_product_information,1,present,length_ok,correct,,1271,600,1600,True
DOS-73455B4BFF,Burkina Faso,m2_quality_overall_summary,2,present,length_ok,correct,,2530,1200,3000,True
DOS-73455B4BFF,Burkina Faso,m2_clinical_overview,2,present,length_ok,incorrect,clinical_failed,1502,900,2500,True
DOS-73455B4BFF,Burkina Faso,m3_api_quality,3,present,length_ok,correct,,2636,1300,3200,True
DOS-73455B4BFF,Burkina Faso,m3_fpp_manufacturing,3,present,length_ok,correct,,2926,1200,3000,True
DOS-73455B4BFF,Burkina Faso,m3_stability,3,present,length_ok,correct,,2102,900,2600,True
DOS-73455B4BFF,Burkina Faso,m4_nonclinical_summary,4,present,length_ok,correct,,823,700,2000,False
DOS-73455B4BFF,Burkina Faso,m5_trial_listing,5,present,length_ok,correct,,1332,700,1800,True
DOS-73455B4BFF,Burkina Faso,m5_pivotal_trial_reports,5,present,length_ok,incorrect,clinical_failed,2015,1500,3800,True
DOS-73455B4BFF,Burkina Faso,m5_bioequivalence,5,present,length_ok,correct,,1628,600,1800,False
DOS-5BB6A73E47,Burkina Faso,m1_application_admin,1,missing,missing,incorrect,missing_critical_section,0,900,2200,True
DOS-5BB6A73E47,Burkina Faso,m1_manufacturer_gmp,1,present,length_ok,correct,,1321,700,1800,True
DOS-5BB6A73E47,Burkina Faso,m1_product_information,1,present,length_ok,correct,,1169,600,1600,True
DOS-5BB6A73E47,Burkina Faso,m2_quality_overall_summary,2,present,length_ok,correct,,2620,1200,3000,True
DOS-5BB6A73E47,Burkina Faso,m2_clinical_overview,2,present,length_ok,incorrect,clinical_failed,2005,900,2500,True
DOS-5BB6A73E47,Burkina Faso,m3_api_quality,3,present,length_ok,correct,,1570,1300,3200,True
DOS-5BB6A73E47,Burkina Faso,m3_fpp_manufacturing,3,present,length_ok,correct,,2972,1200,3000,True
DOS-5BB6A73E47,Burkina Faso,m3_stability,3,present,length_ok,correct,,2413,900,2600,True
DOS-5BB6A73E47,Burkina Faso,m4_nonclinical_summary,4,present,length_ok,correct,,1465,700,2000,False
DOS-5BB6A73E47,Burkina Faso,m5_trial_listing,5,present,length_ok,correct,,983,700,1800,True
DOS-5BB6A73E47,Burkina Faso,m5_pivotal_trial_reports,5,present,length_ok,incorrect,clinical_failed,3604,1500,3800,True
DOS-5BB6A73E47,Burkina Faso,m5_bioequivalence,5,present,length_ok,correct,,916,600,1800,False
DOS-2B00DD19CB,Botswana,m1_application_admin,1,present,length_ok,correct,,1114,900,2200,True
DOS-2B00DD19CB,Botswana,m1_manufacturer_gmp,1,present,length_ok,correct,,1250,700,1800,True
DOS-2B00DD19CB,Botswana,m1_product_information,1,present,length_ok,correct,,797,600,1600,True
DOS-2B00DD19CB,Botswana,m2_quality_overall_summary,2,present,length_ok,correct,,2939,1200,3000,True
DOS-2B00DD19CB,Botswana,m2_clinical_overview,2,present,length_ok,correct,,1715,900,2500,True
DOS-2B00DD19CB,Botswana,m3_api_quality,3,present,length_ok,correct,,2555,1300,3200,True
DOS-2B00DD19CB,Botswana,m3_fpp_manufacturing,3,present,length_ok,correct,,2684,1200,3000,True
DOS-2B00DD19CB,Botswana,m3_stability,3,present,length_ok,correct,,2385,900,2600,True
DOS-2B00DD19CB,Botswana,m4_nonclinical_summary,4,present,length_ok,correct,,703,700,2000,False
DOS-2B00DD19CB,Botswana,m5_trial_listing,5,present,length_ok,correct,,957,700,1800,True
DOS-2B00DD19CB,Botswana,m5_pivotal_trial_reports,5,present,length_ok,correct,,3382,1500,3800,True
DOS-2B00DD19CB,Botswana,m5_bioequivalence,5,present,length_ok,correct,,640,600,1800,False
DOS-20B792D24E,Tanzania,m1_application_admin,1,present,length_ok,correct,,1309,900,2200,True
DOS-20B792D24E,Tanzania,m1_manufacturer_gmp,1,present,length_ok,correct,,1753,700,1800,True
DOS-20B792D24E,Tanzania,m1_product_information,1,present,length_ok,correct,,1453,600,1600,True
DOS-20B792D24E,Tanzania,m2_quality_overall_summary,2,present,length_ok,correct,,1743,1200,3000,True
DOS-20B792D24E,Tanzania,m2_clinical_overview,2,present,length_ok,correct,,1507,900,2500,True
DOS-20B792D24E,Tanzania,m3_api_quality,3,present,length_ok,correct,,2667,1300,3200,True
DOS-20B792D24E,Tanzania,m3_fpp_manufacturing,3,present,length_ok,correct,,2413,1200,3000,True
DOS-20B792D24E,Tanzania,m3_stability,3,present,length_ok,correct,,1831,900,2600,True
DOS-20B792D24E,Tanzania,m4_nonclinical_summary,4,present,length_ok,correct,,984,700,2000,False
DOS-20B792D24E,Tanzania,m5_trial_listing,5,present,length_ok,correct,,928,700,1800,True
DOS-20B792D24E,Tanzania,m5_pivotal_trial_reports,5,present,length_ok,correct,,2350,1500,3800,True
DOS-20B792D24E,Tanzania,m5_bioequivalence,5,present,length_ok,correct,,1475,600,1800,False
DOS-0F16E2E240,Botswana,m1_application_admin,1,present,length_ok,correct,,1392,900,2200,True
DOS-0F16E2E240,Botswana,m1_manufacturer_gmp,1,present,length_ok,incorrect,gmp_certificate_expired,722,700,1800,True
DOS-0F16E2E240,Botswana,m1_product_information,1,present,length_ok,correct,,670,600,1600,True
DOS-0F16E2E240,Botswana,m2_quality_overall_summary,2,present,length_ok,correct,,2998,1200,3000,True
DOS-0F16E2E240,Botswana,m2_clinical_overview,2,present,length_ok,correct,,1700,900,2500,True
DOS-0F16E2E240,Botswana,m3_api_quality,3,present,length_ok,correct,,1940,1300,3200,True
DOS-0F16E2E240,Botswana,m3_fpp_manufacturing,3,missing,missing,incorrect,missing_critical_section,0,1200,3000,True
DOS-0F16E2E240,Botswana,m3_stability,3,present,length_ok,correct,,1605,900,2600,True
DOS-0F16E2E240,Botswana,m4_nonclinical_summary,4,present,length_ok,correct,,1284,700,2000,False
DOS-0F16E2E240,Botswana,m5_trial_listing,5,present,length_ok,correct,,773,700,1800,True
DOS-0F16E2E240,Botswana,m5_pivotal_trial_reports,5,present,length_ok,correct,,2430,1500,3800,True
DOS-0F16E2E240,Botswana,m5_bioequivalence,5,present,length_ok,correct,,1772,600,1800,False
DOS-520F70637B,Uganda,m1_application_admin,1,present,length_ok,correct,,946,900,2200,True
DOS-520F70637B,Uganda,m1_manufacturer_gmp,1,present,length_ok,correct,,1032,700,1800,True
DOS-520F70637B,Uganda,m1_product_information,1,present,length_ok,correct,,1289,600,1600,True
DOS-520F70637B,Uganda,m2_quality_overall_summary,2,present,length_ok,correct,,2048,1200,3000,True
DOS-520F70637B,Uganda,m2_clinical_overview,2,present,length_ok,correct,,1609,900,2500,True
DOS-520F70637B,Uganda,m3_api_quality,3,present,length_ok,correct,,2859,1300,3200,True
DOS-520F70637B,Uganda,m3_fpp_manufacturing,3,present,length_ok,correct,,1648,1200,3000,True
DOS-520F70637B,Uganda,m3_stability,3,present,length_ok,correct,,1673,900,2600,True
DOS-520F70637B,Uganda,m4_nonclinical_summary,4,present,length_ok,correct,,1946,700,2000,False
DOS-520F70637B,Uganda,m5_trial_listing,5,present,length_ok,correct,,1704,700,1800,True
DOS-520F70637B,Uganda,m5_pivotal_trial_reports,5,present,length_ok,correct,,2572,1500,3800,True
DOS-520F70637B,Uganda,m5_bioequivalence,5,present,length_ok,correct,,1251,600,1800,False
DOS-5D8149E49D,Burkina Faso,m1_application_admin,1,present,length_ok,correct,,1724,900,2200,True
DOS-5D8149E49D,Burkina Faso,m1_manufacturer_gmp,1,present,length_ok,incorrect,"gmp_certificate_expired,gmp_non_compliant",938,700,1800,True
DOS-5D8149E49D,Burkina Faso,m1_product_information,1,present,length_ok,correct,,1205,600,1600,True
DOS-5D8149E49D,Burkina Faso,m2_quality_overall_summary,2,present,length_ok,correct,,2126,1200,3000,True
DOS-5D8149E49D,Burkina Faso,m2_clinical_overview,2,present,length_ok,incorrect,clinical_failed,1902,900,2500,True
DOS-5D8149E49D,Burkina Faso,m3_api_quality,3,present,length_ok,correct,,1553,1300,3200,True
DOS-5D8149E49D,Burkina Faso,m3_fpp_manufacturing,3,present,length_ok,correct,,1984,1200,3000,True
DOS-5D8149E49D,Burkina Faso,m3_stability,3,present,length_ok,correct,,1231,900,2600,True
DOS-5D8149E49D,Burkina Faso,m4_nonclinical_summary,4,present,length_ok,correct,,966,700,2000,False
DOS-5D8149E49D,Burkina Faso,m5_trial_listing,5,present,length_ok,correct,,1648,700,1800,True
DOS-5D8149E49D,Burkina Faso,m5_pivotal_trial_reports,5,present,length_ok,incorrect,clinical_failed,3318,1500,3800,True
DOS-5D8149E49D,Burkina Faso,m5_bioequivalence,5,present,length_ok,correct,,657,600,1800,False
DOS-80D4166A38,Botswana,m1_application_admin,1,present,length_ok,correct,,1834,900,2200,True
DOS-80D4166A38,Botswana,m1_manufacturer_gmp,1,present,length_ok,incorrect,"gmp_certificate_expired,gmp_non_compliant",1716,700,1800,True
DOS-80D4166A38,Botswana,m1_product_information,1,present,length_ok,correct,,1280,600,1600,True
DOS-80D4166A38,Botswana,m2_quality_overall_summary,2,present,length_ok,correct,,2182,1200,3000,True
DOS-80D4166A38,Botswana,m2_clinical_overview,2,present,length_ok,correct,,1856,900,2500,True
DOS-80D4166A38,Botswana,m3_api_quality,3,present,length_ok,correct,,1705,1300,3200,True
DOS-80D4166A38,Botswana,m3_fpp_manufacturing,3,present,length_ok,correct,,1445,1200,3000,True
DOS-80D4166A38,Botswana,m3_stability,3,present,length_ok,correct,,909,900,2600,True
DOS-80D4166A38,Botswana,m4_nonclinical_summary,4,present,too_short,partial,insufficient_detail,45,700,2000,False
DOS-80D4166A38,Botswana,m5_trial_listing,5,present,length_ok,correct,,1046,700,1800,True
DOS-80D4166A38,Botswana,m5_pivotal_trial_reports,5,present,length_ok,correct,,1754,1500,3800,True
DOS-80D4166A38,Botswana,m5_bioequivalence,5,present,length_ok,correct,,1447,600,1800,False
DOS-F5561C66B6,Burkina Faso,m1_application_admin,1,present,length_ok,correct,,926,900,2200,True
DOS-F5561C66B6,Burkina Faso,m1_manufacturer_gmp,1,present,length_ok,correct,,1097,700,1800,True
DOS-F5561C66B6,Burkina Faso,m1_product_information,1,present,length_ok,correct,,921,600,1600,True
DOS-F5561C66B6,Burkina Faso,m2_quality_overall_summary,2,present,length_ok,correct,,2192,1200,3000,True
DOS-F5561C66B6,Burkina Faso,m2_clinical_overview,2,present,length_ok,correct,,1706,900,2500,True
DOS-F5561C66B6,Burkina Faso,m3_api_quality,3,present,length_ok,correct,,2520,1300,3200,True
DOS-F5561C66B6,Burkina Faso,m3_fpp_manufacturing,3,present,length_ok,correct,,1734,1200,3000,True
DOS-F5561C66B6,Burkina Faso,m3_stability,3,present,length_ok,correct,,1309,900,2600,True
DOS-F5561C66B6,Burkina Faso,m4_nonclinical_summary,4,present,length_ok,correct,,1914,700,2000,False
DOS-F5561C66B6,Burkina Faso,m5_trial_listing,5,present,length_ok,correct,,1300,700,1800,True
DOS-F5561C66B6,Burkina Faso,m5_pivotal_trial_reports,5,present,length_ok,correct,,1649,1500,3800,True
DOS-F5561C66B6,Burkina Faso,m5_bioequivalence,5,present,length_ok,correct,,847,600,1800,False
DOS-94CFE8A1DA,Tanzania,m1_application_admin,1,present,length_ok,correct,,1132,900,2200,True
DOS-94CFE8A1DA,Tanzania,m1_manufacturer_gmp,1,present,length_ok,correct,,851,700,1800,True
DOS-94CFE8A1DA,Tanzania,m1_product_information,1,present,length_ok,correct,,672,600,1600,True
DOS-94CFE8A1DA,Tanzania,m2_quality_overall_summary,2,present,length_ok,correct,,1308,1200,3000,True
DOS-94CFE8A1DA,Tanzania,m2_clinical_overview,2,present,length_ok,correct,,1175,900,2500,True
DOS-94CFE8A1DA,Tanzania,m3_api_quality,3,present,length_ok,correct,,2025,1300,3200,True
DOS-94CFE8A1DA,Tanzania,m3_fpp_manufacturing,3,present,length_ok,correct,,1274,1200,3000,True
DOS-94CFE8A1DA,Tanzania,m3_stability,3,present,length_ok,correct,,1268,900,2600,True
DOS-94CFE8A1DA,Tanzania,m4_nonclinical_summary,4,present,length_ok,correct,,1292,700,2000,False
DOS-94CFE8A1DA,Tanzania,m5_trial_listing,5,present,length_ok,correct,,792,700,1800,True
DOS-94CFE8A1DA,Tanzania,m5_pivotal_trial_reports,5,present,length_ok,correct,,1533,1500,3800,True
DOS-94CFE8A1DA,Tanzania,m5_bioequivalence,5,present,length_ok,correct,,679,600,1800,False
DOS-A7A1F8FBAA,Tanzania,m1_application_admin,1,present,length_ok,correct,,1071,900,2200,True
DOS-A7A1F8FBAA,Tanzania,m1_manufacturer_gmp,1,present,length_ok,correct,,1302,700,1800,True
DOS-A7A1F8FBAA,Tanzania,m1_product_information,1,present,length_ok,correct,,1016,600,1600,True
DOS-A7A1F8FBAA,Tanzania,m2_quality_overall_summary,2,present,length_ok,correct,,2316,1200,3000,True
DOS-A7A1F8FBAA,Tanzania,m2_clinical_overview,2,present,length_ok,correct,,2462,900,2500,True
DOS-A7A1F8FBAA,Tanzania,m3_api_quality,3,present,length_ok,correct,,1545,1300,3200,True
DOS-A7A1F8FBAA,Tanzania,m3_fpp_manufacturing,3,present,length_ok,correct,,2915,1200,3000,True
DOS-A7A1F8FBAA,Tanzania,m3_stability,3,present,length_ok,correct,,1883,900,2600,True
DOS-A7A1F8FBAA,Tanzania,m4_nonclinical_summary,4,present,length_ok,correct,,763,700,2000,False
DOS-A7A1F8FBAA,Tanzania,m5_trial_listing,5,present,length_ok,correct,,1500,700,1800,True
DOS-A7A1F8FBAA,Tanzania,m5_pivotal_trial_reports,5,present,length_ok,correct,,2229,1500,3800,True
