dossier_id,country,section_id,module,presence,length_status,correctness,error_tags,char_count,min_chars,max_chars,critical
DOS-FCD93952AF,Uganda,m4_nonclinical_summary,4,present,length_ok,correct,,1235,700,2000,False
DOS-FCD93952AF,Uganda,m5_trial_listing,5,present,length_ok,correct,,965,700,1800,True
DOS-FCD93952AF,Uganda,m5_pivotal_trial_reports,5,present,length_ok,incorrect,clinical_failed,3299,1500,3800,True
DOS-FCD93952AF,Uganda,m5_bioequivalence,5,present,length_ok,correct,,902,600,1800,False
DOS-FC7ECD5DFC,Burkina Faso,m1_application_admin,1,present,length_ok,correct,,1918,900,2200,True
DOS-FC7ECD5DFC,Burkina Faso,m1_manufacturer_gmp,1,present,length_ok,incorrect,gmp_certificate_expired,1795,700,1800,True
DOS-FC7ECD5DFC,Burkina Faso,m1_product_information,1,present,length_ok,correct,,1248,600,1600,True
DOS-FC7ECD5DFC,Burkina Faso,m2_quality_overall_summary,2,present,length_ok,correct,,2290,1200,3000,True
DOS-FC7ECD5DFC,Burkina Faso,m2_clinical_overview,2,present,length_ok,correct,,1971,900,2500,True
DOS-FC7ECD5DFC,Burkina Faso,m3_api_quality,3,present,length_ok,correct,,2648,1300,3200,True
DOS-FC7ECD5DFC,Burkina Faso,m3_fpp_manufacturing,3,present,length_ok,correct,,1285,1200,3000,True
DOS-FC7ECD5DFC,Burkina Faso,m3_stability,3,present,length_ok,correct,,1920,900,2600,True
DOS-FC7ECD5DFC,Burkina Faso,m4_nonclinical_summary,4,present,length_ok,correct,,857,700,2000,False
DOS-FC7ECD5DFC,Burkina Faso,m5_trial_listing,5,present,length_ok,correct,,864,700,1800,True
DOS-FC7ECD5DFC,Burkina Faso,m5_pivotal_trial_reports,5,present,length_ok,correct,,3176,1500,3800,True
DOS-FC7ECD5DFC,Burkina Faso,m5_bioequivalence,5,present,length_ok,correct,,1345,600,1800,False
DOS-2E963DD254,Botswana,m1_application_admin,1,present,length_ok,correct,,2183,900,2200,True
DOS-2E963DD254,Botswana,m1_manufacturer_gmp,1,present,length_ok,correct,,1679,700,1800,True
DOS-2E963DD254,Botswana,m1_product_information,1,present,length_ok,correct,,906,600,1600,True
DOS-2E963DD254,Botswana,m2_quality_overall_summary,2,present,length_ok,correct,,1811,1200,3000,True
DOS-2E963DD254,Botswana,m2_clinical_overview,2,present,length_ok,correct,,1586,900,2500,True
DOS-2E963DD254,Botswana,m3_api_quality,3,present,length_ok,correct,,3021,1300,3200,True
DOS-2E963DD254,Botswana,m3_fpp_manufacturing,3,present,length_ok,correct,,2682,1200,3000,True
DOS-2E963DD254,Botswana,m3_stability,3,present,length_ok,correct,,1756,900,2600,True
DOS-2E963DD254,Botswana,m4_nonclinical_summary,4,present,length_ok,correct,,1267,700,2000,False
DOS-2E963DD254,Botswana,m5_trial_listing,5,present,length_ok,correct,,1765,700,1800,True
DOS-2E963DD254,Botswana,m5_pivotal_trial_reports,5,present,length_ok,correct,,2778,1500,3800,True
DOS-2E963DD254,Botswana,m5_bioequivalence,5,present,length_ok,correct,,1228,600,1800,False
DOS-C237F47C50,Burkina Faso,m1_application_admin,1,present,length_ok,correct,,1585,900,2200,True
DOS-C237F47C50,Burkina Faso,m1_manufacturer_gmp,1,present,length_ok,incorrect,gmp_certificate_expired,1099,700,1800,True
DOS-C237F47C50,Burkina Faso,m1_product_information,1,present,length_ok,incorrect,inn_infringement,1139,600,1600,True
DOS-C237F47C50,Burkina Faso,m2_quality_overall_summary,2,present,length_ok,correct,,2719,1200,3000,True
DOS-C237F47C50,Burkina Faso,m2_clinical_overview,2,present,length_ok,incorrect,clinical_failed,1832,900,2500,True
DOS-C237F47C50,Burkina Faso,m3_api_quality,3,present,length_ok,correct,,2850,1300,3200,True
DOS-C237F47C50,Burkina Faso,m3_fpp_manufacturing,3,present,length_ok,correct,,2708,1200,3000,True
DOS-C237F47C50,Burkina Faso,m3_stability,3,present,length_ok,correct,,2375,900,2600,True
DOS-C237F47C50,Burkina Faso,m4_nonclinical_summary,4,present,length_ok,correct,,1011,700,2000,False
DOS-C237F47C50,Burkina Faso,m5_trial_listing,5,present,length_ok,correct,,1333,700,1800,True
DOS-C237F47C50,Burkina Faso,m5_pivotal_trial_reports,5,present,length_ok,incorrect,clinical_failed,2099,1500,3800,True
DOS-C237F47C50,Burkina Faso,m5_bioequivalence,5,present,length_ok,correct,,1750,600,1800,False
DOS-288A5A7FBE,Tanzania,m1_application_admin,1,present,length_ok,correct,,1758,900,2200,True
DOS-288A5A7FBE,Tanzania,m1_manufacturer_gmp,1,present,length_ok,incorrect,gmp_non_compliant,1737,700,1800,True
DOS-288A5A7FBE,Tanzania,m1_product_information,1,present,length_ok,correct,,1073,600,1600,True
DOS-288A5A7FBE,Tanzania,m2_quality_overall_summary,2,present,length_ok,correct,,2034,1200,3000,True
DOS-288A5A7FBE,Tanzania,m2_clinical_overview,2,present,length_ok,correct,,1956,900,2500,True
DOS-288A5A7FBE,Tanzania,m3_api_quality,3,present,length_ok,correct,,2544,1300,3200,True
DOS-288A5A7FBE,Tanzania,m3_fpp_manufacturing,3,present,length_ok,correct,,1276,1200,3000,True
DOS-288A5A7FBE,Tanzania,m3_stability,3,present,length_ok,correct,,1881,900,2600,True
DOS-288A5A7FBE,Tanzania,m4_nonclinical_summary,4,present,length_ok,correct,,1229,700,2000,False
DOS-288A5A7FBE,Tanzania,m5_trial_listing,5,present,length_ok,correct,,916,700,1800,True
DOS-288A5A7FBE,Tanzania,m5_pivotal_trial_reports,5,present,length_ok,correct,,3612,1500,3800,True
DOS-288A5A7FBE,Tanzania,m5_bioequivalence,5,present,length_ok,correct,,1773,600,1800,False
DOS-8DEAA9641B,Tanzania,m1_application_admin,1,present,length_ok,correct,,1917,900,2200,True
DOS-8DEAA9641B,Tanzania,m1_manufacturer_gmp,1,present,length_ok,incorrect,gmp_non_compliant,1524,700,1800,True
DOS-8DEAA9641B,Tanzania,m1_product_information,1,present,length_ok,correct,,973,600,1600,True
DOS-8DEAA9641B,Tanzania,m2_quality_overall_summary,2,present,length_ok,correct,,2928,1200,3000,True
DOS-8DEAA9641B,Tanzania,m2_clinical_overview,2,present,length_ok,correct,,2035,900,2500,True
DOS-8DEAA9641B,Tanzania,m3_api_quality,3,present,length_ok,correct,,2526,1300,3200,True
DOS-8DEAA9641B,Tanzania,m3_fpp_manufacturing,3,present,length_ok,correct,,1762,1200,3000,True
DOS-8DEAA9641B,Tanzania,m3_stability,3,present,length_ok,correct,,1173,900,2600,True
DOS-8DEAA9641B,Tanzania,m4_nonclinical_summary,4,present,length_ok,correct,,1583,700,2000,False
DOS-8DEAA9641B,Tanzania,m5_trial_listing,5,present,length_ok,correct,,1725,700,1800,True
DOS-8DEAA9641B,Tanzania,m5_pivotal_trial_reports,5,present,length_ok,correct,,2413,1500,3800,True
DOS-8DEAA9641B,Tanzania,m5_bioequivalence,5,present,length_ok,correct,,1407,600,1800,False
DOS-346D774AE3,Tanzania,m1_application_admin,1,present,length_ok,correct,,955,900,2200,True
DOS-346D774AE3,Tanzania,m1_manufacturer_gmp,1,present,length_ok,partial,gmp_outdated,1255,700,1800,True
DOS-346D774AE3,Tanzania,m1_product_information,1,present,length_ok,incorrect,inn_infringement,712,600,1600,True
DOS-346D774AE3,Tanzania,m2_quality_overall_summary,2,present,length_ok,correct,,1304,1200,3000,True
DOS-346D774AE3,Tanzania,m2_clinical_overview,2,present,length_ok,correct,,953,900,2500,True
DOS-346D774AE3,Tanzania,m3_api_quality,3,present,length_ok,correct,,1891,1300,3200,True
DOS-346D774AE3,Tanzania,m3_fpp_manufacturing,3,present,length_ok,correct,,2933,1200,3000,True
DOS-346D774AE3,Tanzania,m3_stability,3,present,length_ok,correct,,1428,900,2600,True
DOS-346D774AE3,Tanzania,m4_nonclinical_summary,4,present,length_ok,correct,,1563,700,2000,False
DOS-346D774AE3,Tanzania,m5_trial_listing,5,present,length_ok,correct,,1687,700,1800,True
DOS-346D774AE3,Tanzania,m5_pivotal_trial_reports,5,present,length_ok,correct,,2610,1500,3800,True
DOS-346D774AE3,Tanzania,m5_bioequivalence,5,present,length_ok,correct,,695,600,1800,False
DOS-7D01D5D687,Botswana,m1_application_admin,1,present,length_ok,correct,,1497,900,2200,True
DOS-7D01D5D687,Botswana,m1_manufacturer_gmp,1,present,length_ok,correct,,1551,700,1800,True
DOS-7D01D5D687,Botswana,m1_product_information,1,present,length_ok,correct,,863,600,1600,True
DOS-7D01D5D687,Botswana,m2_quality_overall_summary,2,present,length_ok,correct,,1674,1200,3000,True
DOS-7D01D5D687,Botswana,m2_clinical_overview,2,present,length_ok,correct,,2156,900,2500,True
DOS-7D01D5D687,Botswana,m3_api_quality,3,present,length_ok,correct,,1472,1300,3200,True
DOS-7D01D5D687,Botswana,m3_fpp_manufacturing,3,present,length_ok,correct,,2334,1200,3000,True
DOS-7D01D5D687,Botswana,m3_stability,3,present,length_ok,correct,,1222,900,2600,True
DOS-7D01D5D687,Botswana,m4_nonclinical_summary,4,present,length_ok,correct,,1432,700,2000,False
DOS-7D01D5D687,Botswana,m5_trial_listing,5,present,length_ok,correct,,1142,700,1800,True
DOS-7D01D5D687,Botswana,m5_pivotal_trial_reports,5,present,length_ok,correct,,1533,1500,3800,True
DOS-7D01D5D687,Botswana,m5_bioequivalence,5,present,length_ok,correct,,1262,600,1800,False
DOS-F64D385F44,Botswana,m1_application_admin,1,present,length_ok,correct,,1345,900,2200,True
DOS-F64D385F44,Botswana,m1_manufacturer_gmp,1,present,length_ok,incorrect,gmp_non_compliant,1333,700,1800,True
DOS-F64D385F44,Botswana,m1_product_information,1,present,length_ok,correct,,815,600,1600,True
DOS-F64D385F44,Botswana,m2_quality_overall_summary,2,present,length_ok,correct,,1986,1200,3000,True
DOS-F64D385F44,Botswana,m2_clinical_overview,2,present,length_ok,correct,,2358,900,2500,True
DOS-F64D385F44,Botswana,m3_api_quality,3,present,length_ok,correct,,3038,1300,3200,True
DOS-F64D385F44,Botswana,m3_fpp_manufacturing,3,present,length_ok,correct,,1827,1200,3000,True
DOS-F64D385F44,Botswana,m3_stability,3,present,length_ok,correct,,2214,900,2600,True
DOS-F64D385F44,Botswana,m4_nonclinical_summary,4,present,length_ok,correct,,761,700,2000,False
DOS-F64D385F44,Botswana,m5_trial_listing,5,present,length_ok,correct,,1178,700,1800,True
DOS-F64D385F44,Botswana,m5_pivotal_trial_reports,5,present,length_ok,correct,,3532,1500,3800,True
DOS-F64D385F44,Botswana,m5_bioequivalence,5,present,length_ok,correct,,1428,600,1800,False
DOS-695CA08EB8,Tanzania,m1_application_admin,1,present,length_ok,correct,,2162,900,2200,True
DOS-695CA08EB8,Tanzania,m1_manufacturer_gmp,1,present,length_ok,correct,,1080,700,1800,True
DOS-695CA08EB8,Tanzania,m1_product_information,1,present,length_ok,correct,,1328,600,1600,True
DOS-695CA08EB8,Tanzania,m2_quality_overall_summary,2,present,length_ok,correct,,2098,1200,3000,True
DOS-695CA08EB8,Tanzania,m2_clinical_overview,2,present,length_ok,correct,,2084,900,2500,True
DOS-695CA08EB8,Tanzania,m3_api_quality,3,present,length_ok,correct,,2643,1300,3200,True
DOS-695CA08EB8,Tanzania,m3_fpp_manufacturing,3,present,length_ok,correct,,1799,1200,3000,True
DOS-695CA08EB8,Tanzania,m3_stability,3,present,length_ok,correct,,1302,900,2600,True
DOS-695CA08EB8,Tanzania,m4_nonclinical_summary,4,present,length_ok,correct,,1420,700,2000,False
DOS-695CA08EB8,Tanzania,m5_trial_listing,5,present,length_ok,correct,,788,700,1800,True
DOS-695CA08EB8,Tanzania,m5_pivotal_trial_reports,5,present,length_ok,correct,,3571,1500,3800,True
DOS-695CA08EB8,Tanzania,m5_bioequivalence,5,present,length_ok,correct,,1320,600,1800,False
DOS-312E65772F,Botswana,m1_application_admin,1,present,length_ok,correct,,1633,900,2200,True
DOS-312E65772F,Botswana,m1_manufacturer_gmp,1,present,length_ok,correct,,759,700,1800,True
DOS-312E65772F,Botswana,m1_product_information,1,present,length_ok,correct,,1151,600,1600,True
DOS-312E65772F,Botswana,m2_quality_overall_summary,2,present,length_ok,correct,,1864,1200,3000,True
DOS-312E65772F,Botswana,m2_clinical_overview,2,present,length_ok,correct,,1158,900,2500,True
DOS-312E65772F,Botswana,m3_api_quality,3,present,length_ok,correct,,2889,1300,3200,True
DOS-312E65772F,Botswana,m3_fpp_manufacturing,3,present,length_ok,correct,,2275,1200,3000,True
DOS-312E65772F,Botswana,m3_stability,3,present,length_ok,correct,,1260,900,2600,True
DOS-312E65772F,Botswana,m4_nonclinical_summary,4,present,length_ok,correct,,1287,700,2000,False
DOS-312E65772F,Botswana,m5_trial_listing,5,present,length_ok,correct,,1274,700,1800,True
DOS-312E65772F,Botswana,m5_pivotal_trial_reports,5,present,length_ok,correct,,1595,1500,3800,True
DOS-312E65772F,Botswana,m5_bioequivalence,5,present,length_ok,correct,,1197,600,1800,False
DOS-7CED088D10,Botswana,m1_application_admin,1,present,length_ok,correct,,1824,900,2200,True
DOS-7CED088D10,Botswana,m1_manufacturer_gmp,1,present,length_ok,correct,,940,700,1800,True
DOS-7CED088D10,Botswana,m1_product_information,1,present,length_ok,correct,,1148,600,1600,True
DOS-7CED088D10,Botswana,m2_quality_overall_summary,2,present,length_ok,correct,,1264,1200,3000,True
DOS-7CED088D10,Botswana,m2_clinical_overview,2,present,length_ok,correct,,1186,900,2500,True
DOS-7CED088D10,Botswana,m3_api_quality,3,present,length_ok,correct,,2291,1300,3200,True
DOS-7CED088D10,Botswana,m3_fpp_manufacturing,3,present,length_ok,correct,,2320,1200,3000,True
DOS-7CED088D10,Botswana,m3_stability,3,present,length_ok,correct,,2273,900,2600,True
DOS-7CED088D10,Botswana,m4_nonclinical_summary,4,present,length_ok,correct,,1433,700,2000,False
DOS-7CED088D10,Botswana,m5_trial_listing,5,present,length_ok,correct,,1120,700,1800,True
DOS-7CED088D10,Botswana,m5_pivotal_trial_reports,5,present,length_ok,correct,,3314,1500,3800,True
DOS-7CED088D10,Botswana,m5_bioequivalence,5,present,length_ok,correct,,1197,600,1800,False
DOS-2442FFE1CD,Tanzania,m1_application_admin,1,present,length_ok,correct,,1186,900,2200,True
DOS-2442FFE1CD,Tanzania,m1_manufacturer_gmp,1,present,length_ok,incorrect,gmp_non_compliant,990,700,1800,True
DOS-2442FFE1CD,Tanzania,m1_product_information,1,present,length_ok,correct,,1396,600,1600,True
DOS-2442FFE1CD,Tanzania,m2_quality_overall_summary,2,present,length_ok,correct,,2580,1200,3000,True
DOS-2442FFE1CD,Tanzania,m2_clinical_overview,2,present,length_ok,correct,,2029,900,2500,True
DOS-2442FFE1CD,Tanzania,m3_api_quality,3,present,length_ok,correct,,2457,1300,3200,True
DOS-2442FFE1CD,Tanzania,m3_fpp_manufacturing,3,present,length_ok,correct,,1693,1200,3000,True
DOS-2442FFE1CD,Tanzania,m3_stability,3,present,length_ok,correct,,1948,900,2600,True
DOS-2442FFE1CD,Tanzania,m4_nonclinical_summary,4,present,length_ok,correct,,1496,700,2000,False
DOS-2442FFE1CD,Tanzania,m5_trial_listing,5,present,length_ok,correct,,1698,700,1800,True
DOS-2442FFE1CD,Tanzania,m5_pivotal_trial_reports,5,present,length_ok,correct,,2930,1500,3800,True
DOS-2442FFE1CD,Tanzania,m5_bioequivalence,5,present,length_ok,correct,,612,600,1800,False
DOS-0256D4CB67,Burkina Faso,m1_application_admin,1,present,length_ok,correct,,920,900,2200,True
DOS-0256D4CB67,Burkina Faso,m1_manufacturer_gmp,1,present,length_ok,correct,,1089,700,1800,True
DOS-0256D4CB67,Burkina Faso,m1_product_information,1,present,length_ok,correct,,1193,600,1600,True
DOS-0256D4CB67,Burkina Faso,m2_quality_overall_summary,2,present,length_ok,correct,,1453,1200,3000,True
DOS-0256D4CB67,Burkina Faso,m2_clinical_overview,2,present,length_ok,correct,,1566,900,2500,True
DOS-0256D4CB67,Burkina Faso,m3_api_quality,3,present,length_ok,correct,,2230,1300,3200,True
DOS-0256D4CB67,Burkina Faso,m3_fpp_manufacturing,3,present,length_ok,correct,,2037,1200,3000,True
DOS-0256D4CB67,Burkina Faso,m3_stability,3,present,length_ok,correct,,2005,900,2600,True
DOS-0256D4CB67,Burkina Faso,m4_nonclinical_summary,4,present,length_ok,correct,,1621,700,2000,False
DOS-0256D4CB67,Burkina Faso,m5_trial_listing,5,present,length_ok,correct,,855,700,1800,True
DOS-0256D4CB67,Burkina Faso,m5_pivotal_trial_reports,5,present,length_ok,correct,,1796,1500,3800,True
DOS-0256D4CB67,Burkina Faso,m5_bioequivalence,5,present,length_ok,correct,,868,600,1800,False
DOS-26614980BA,Burkina Faso,m1_application_admin,1,present,length_ok,correct,,924,900,2200,True
DOS-26614980BA,Burkina Faso,m1_manufacturer_gmp,1,present,length_ok,incorrect,gmp_certificate_expired,1301,700,1800,True
DOS-26614980BA,Burkina Faso,m1_product_information,1,present,length_ok,correct,,611,600,1600,True
DOS-26614980BA,Burkina Faso,m2_quality_overall_summary,2,present,length_ok,correct,,1576,1200,3000,True
DOS-26614980BA,Burkina Faso,m2_clinical_overview,2,present,length_ok,incorrect,clinical_missing,1804,900,2500,True
DOS-26614980BA,Burkina Faso,m3_api_quality,3,present,length_ok,correct,,2449,1300,3200,True
DOS-26614980BA,Burkina Faso,m3_fpp_manufacturing,3,present,length_ok,correct,,2410,1200,3000,True
DOS-26614980BA,Burkina Faso,m3_stability,3,present,length_ok,correct,,991,900,2600,True
DOS-26614980BA,Burkina Faso,m4_nonclinical_summary,4,present,length_ok,correct,,1774,700,2000,False
DOS-26614980BA,Burkina Faso,m5_trial_listing,5,present,length_ok,correct,,1477,700,1800,True
DOS-26614980BA,Burkina Faso,m5_pivotal_trial_reports,5,missing,missing,incorrect,clinical_missing,0,1500,3800,True
DOS-26614980BA,Burkina Faso,m5_bioequivalence,5,present,length_ok,correct,,1672,600,1800,False
DOS-FA3951368A,Botswana,m1_application_admin,1,present,length_ok,correct,,1420,900,2200,True
DOS-FA3951368A,Botswana,m1_manufacturer_gmp,1,present,length_ok,correct,,1378,700,1800,True
DOS-FA3951368A,Botswana,m1_product_information,1,present,length_ok,correct,,859,600,1600,True
DOS-FA3951368A,Botswana,m2_quality_overall_summary,2,present,length_ok,correct,,2457,1200,3000,True
DOS-FA3951368A,Botswana,m2_clinical_overview,2,present,length_ok,correct,,1087,900,2500,True
DOS-FA3951368A,Botswana,m3_api_quality,3,present,length_ok,correct,,1885,1300,3200,True
DOS-FA3951368A,Botswana,m3_fpp_manufacturing,3,present,length_ok,correct,,1676,1200,3000,True
DOS-FA3951368A,Botswana,m3_stability,3,present,length_ok,correct,,1264,900,2600,True
DOS-FA3951368A,Botswana,m4_nonclinical_summary,4,present,length_ok,correct,,1144,700,2000,False
DOS-FA3951368A,Botswana,m5_trial_listing,5,present,length_ok,correct,,1212,700,1800,True
DOS-FA3951368A,Botswana,m5_pivotal_trial_reports,5,present,length_ok,correct,,2013,1500,3800,True
DOS-FA3951368A,Botswana,m5_bioequivalence,5,present,length_ok,correct,,1231,600,1800,False
DOS-1BBBA7306E,Uganda,m1_application_admin,1,present,length_ok,correct,,991,900,2200,True
DOS-1BBBA7306E,Uganda,m1_manufacturer_gmp,1,present,length_ok,incorrect,gmp_certificate_expired,1465,700,1800,True
DOS-1BBBA7306E,Uganda,m1_product_information,1,present,length_ok,correct,,1030,600,1600,True
DOS-1BBBA7306E,Uganda,m2_quality_overall_summary,2,present,length_ok,correct,,2361,1200,3000,True
DOS-1BBBA7306E,Uganda,m2_clinical_overview,2,present,length_ok,incorrect,clinical_missing,2064,900,2500,True
DOS-1BBBA7306E,Uganda,m3_api_quality,3,present,length_ok,correct,,1996,1300,3200,True
DOS-1BBBA7306E,Uganda,m3_fpp_manufacturing,3,present,length_ok,correct,,1830,1200,3000,True
DOS-1BBBA7306E,Uganda,m3_stability,3,present,length_ok,correct,,1805,900,2600,True
DOS-1BBBA7306E,Uganda,m4_nonclinical_summary,4,present,too_short,partial,insufficient_detail,45,700,2000,False
DOS-1BBBA7306E,Uganda,m5_trial_listing,5,present,length_ok,correct,,1224,700,1800,True
DOS-1BBBA7306E,Uganda,m5_pivotal_trial_reports,5,missing,missing,incorrect,clinical_missing,0,1500,3800,True
DOS-1BBBA7306E,Uganda,m5_bioequivalence,5,present,length_ok,correct,,1147,600,1800,False
DOS-23239489F5,Botswana,m1_application_admin,1,present,length_ok,correct,,942,900,2200,True
DOS-23239489F5,Botswana,m1_manufacturer_gmp,1,present,length_ok,correct,,1477,700,1800,True
DOS-23239489F5,Botswana,m1_product_information,1,present,length_ok,correct,,1454,600,1600,True
DOS-23239489F5,Botswana,m2_quality_overall_summary,2,present,length_ok,correct,,2258,1200,3000,True
DOS-23239489F5,Botswana,m2_clinical_overview,2,present,length_ok,correct,,2306,900,2500,True
DOS-23239489F5,Botswana,m3_api_quality,3,present,length_ok,correct,,2668,1300,3200,True
DOS-23239489F5,Botswana,m3_fpp_manufacturing,3,present,length_ok,correct,,2226,1200,3000,True
DOS-23239489F5,Botswana,m3_stability,3,present,length_ok,correct,,2521,900,2600,True
DOS-23239489F5,Botswana,m4_nonclinical_summary,4,present,length_ok,correct,,866,700,2000,False
DOS-23239489F5,Botswana,m5_trial_listing,5,present,length_ok,correct,,744,700,1800,True
DOS-23239489F5,Botswana,m5_pivotal_trial_reports,5,present,length_ok,correct,,2674,1500,3800,True
DOS-23239489F5,Botswana,m5_bioequivalence,5,present,length_ok,correct,,904,600,1800,False
DOS-09B2A7C174,Burkina Faso,m1_application_admin,1,present,length_ok,correct,,1831,900,2200,True
DOS-09B2A7C174,Burkina Faso,m1_manufacturer_gmp,1,present,length_ok,incorrect,gmp_certificate_expired,917,700,1800,True
DOS-09B2A7C174,Burkina Faso,m1_product_information,1,present,length_ok,correct,,1020,600,1600,True
DOS-09B2A7C174,Burkina Faso,m2_quality_overall_summary,2,present,too_short,incorrect,insufficient_detail,45,1200,3000,True
DOS-09B2A7C174,Burkina Faso,m2_clinical_overview,2,present,length_ok,correct,,1921,900,2500,True
DOS-09B2A7C174,Burkina Faso,m3_api_quality,3,present,length_ok,correct,,1791,1300,3200,True
DOS-09B2A7C174,Burkina Faso,m3_fpp_manufacturing,3,present,length_ok,correct,,2902,1200,3000,True
DOS-09B2A7C174,Burkina Faso,m3_stability,3,present,length_ok,correct,,2491,900,2600,True
DOS-09B2A7C174,Burkina Faso,m4_nonclinical_summary,4,present,length_ok,correct,,1872,700,2000,False
DOS-09B2A7C174,Burkina Faso,m5_trial_listing,5,present,length_ok,correct,,1417,700,1800,True
DOS-09B2A7C174,Burkina Faso,m5_pivotal_trial_reports,5,present,length_ok,correct,,2147,1500,3800,True
DOS-09B2A7C174,Burkina Faso,m5_bioequivalence,5,present,length_ok,correct,,1332,600,1800,False
DOS-DBC3E45B62,Tanzania,m1_application_admin,1,present,length_ok,correct,,1444,900,2200,True
DOS-DBC3E45B62,Tanzania,m1_manufacturer_gmp,1,present,length_ok,correct,,901,700,1800,True
DOS-DBC3E45B62,Tanzania,m1_product_information,1,present,length_ok,incorrect,inn_infringement,1401,600,1600,True
DOS-DBC3E45B62,Tanzania,m2_quality_overall_summary,2,present,length_ok,correct,,2256,1200,3000,True
DOS-DBC3E45B62,Tanzania,m2_clinical_overview,2,present,length_ok,correct,,1225,900,2500,True
DOS-DBC3E45B62,Tanzania,m3_api_quality,3,present,length_ok,correct,,2461,1300,3200,True
DOS-DBC3E45B62,Tanzania,m3_fpp_manufacturing,3,present,length_ok,correct,,1604,1200,3000,True
DOS-DBC3E45B62,Tanzania,m3_stability,3,present,length_ok,correct,,1968,900,2600,True
DOS-DBC3E45B62,Tanzania,m4_nonclinical_summary,4,present,too_short,partial,insufficient_detail,45,700,2000,False
DOS-DBC3E45B62,Tanzania,m5_trial_listing,5,present,length_ok,correct,,1145,700,1800,True
DOS-DBC3E45B62,Tanzania,m5_pivotal_trial_reports,5,present,length_ok,correct,,2600,1500,3800,True
DOS-DBC3E45B62,Tanzania,m5_bioequivalence,5,present,length_ok,correct,,1753,600,1800,False
DOS-AD26A62EC8,Burkina Faso,m1_application_admin,1,present,length_ok,correct,,1262,900,2200,True
DOS-AD26A62EC8,Burkina Faso,m1_manufacturer_gmp,1,present,length_ok,correct,,1763,700,1800,True
